Title,Weblinks
Serum-dependent expression of promyelocytic leukemia protein suppresses propagation of influenza virus,www.doi.org/10.1016/j.virol.2005.08.010
Storage Stability of Lutein During Ripening of Cheddar Cheese,www.doi.org/10.3168/jds.S0022-0302(05)72838-1
Model-Based Experimental Analysis of Kinetic Phenomena in Multi-Phase Reactive Systems,www.doi.org/10.1205/cherd.05086
Identification of a new source of interference leached from polypropylene tubes in mass-selective analysis,www.doi.org/10.1016/j.jasms.2004.11.020
The orphan nuclear receptor SHP regulates PGC-1α expression and energy production in brown adipocytes,www.doi.org/10.1016/j.cmet.2005.08.010
"Analyzing a <ce:italic>χ</ce:italic> model of a turntable system using Spin, CADP and Uppaal",www.doi.org/10.1016/j.jlap.2005.05.001
Magnetic recording read head sensor technology,www.doi.org/10.1016/j.crhy.2005.11.001
Urinary ortho-tyrosine excretion in diabetes mellitus and renal failure: Evidence for hydroxyl radical production,www.doi.org/10.1111/j.1523-1755.2005.00687.x
A meshless method for solving the cauchy problem in three-dimensional elastostatics,www.doi.org/10.1016/j.camwa.2005.02.009
Characterization of antibody responses to purified HIV-1 gp120 glycoproteins fused with the molecular adjuvant C3d,www.doi.org/10.1016/j.virol.2005.06.034
Targeted for drug delivery,www.doi.org/10.1016/S1369-7021(05)71033-6
"Effects of Vegetable Fats Versus Lard in Milk Replacers on Feed Intake, Digestibility, and Growth in Finnish Ayrshire Bull Calves",www.doi.org/10.3168/jds.S0022-0302(05)73042-3
Lung health in workers exposed to reed dust,www.doi.org/10.1016/j.rmed.2004.08.015
Impact of Methionine Sources on Performance in Turkeys,www.doi.org/10.1093/japr/14.2.296
SIMPLE dark matter search results,www.doi.org/10.1016/j.physletb.2005.06.070
Astringency of Bovine Milk Whey Protein,www.doi.org/10.3168/jds.S0022-0302(05)72909-X
Site of Pegylation and Polyethylene Glycol Molecule Size Attenuate Interferon-α Antiviral and Antiproliferative Activities through the JAK/STAT Signaling Pathway,www.doi.org/10.1074/jbc.M412134200
Effects of Exopolysaccharide-Producing Cultures on the Viscoelastic Properties of Reduced-Fat Cheddar Cheese,www.doi.org/10.3168/jds.S0022-0302(05)73108-8
Use of Reverse Phase Protein Microarrays and Reference Standard Development for Molecular Network Analysis of Metastatic Ovarian Carcinoma,www.doi.org/10.1074/mcp.T500003-MCP200
Relative bioavailability of phosphorus and true amino acid digestibility by poultry as affected by soybean extraction time and use of low-phytate soybeans,www.doi.org/10.1093/ps/84.10.1555
Role of Phagocyte Oxidase in UVA-Induced Oxidative Stress and Apoptosis in Keratinocytes,www.doi.org/10.1111/j.0022-202X.2005.23851.x
Combinatorial Antiangiogenic Gene Therapy by Nonviral Gene Transfer Using the <ce:italic>Sleeping Beauty</ce:italic> Transposon Causes Tumor Regression and Improves Survival in Mice Bearing Intracranial Human Glioblastoma,www.doi.org/10.1016/j.ymthe.2005.07.689
Functional role of a novel ternary complex comprising SRF and CREB in expression of <ce:italic>Krox-20</ce:italic> in early embryos of <ce:italic>Xenopus laevis</ce:italic>,www.doi.org/10.1016/j.ydbio.2004.08.051
Acute Consumption of Flavanol-Rich Cocoa and the Reversal of Endothelial Dysfunction in Smokers,www.doi.org/10.1016/j.jacc.2005.06.055
Synthetic Methionine and Feed Restriction Effects on Performance and Meat Quality of Organically Reared Broiler Chickens,www.doi.org/10.1093/japr/14.3.521
Differentiation of Tr1 cells by immature dendritic cells requires IL-10 but not CD25<ce:sup loc=post>+</ce:sup>CD4<ce:sup loc=post>+</ce:sup> Tr cells,www.doi.org/10.1182/blood-2004-03-1211
"A Novel Isoform of the Secretory Pathway Ca<ce:sup loc=post>2+</ce:sup>,Mn<ce:sup loc=post>2+</ce:sup>-ATPase, hSPCA2, Has Unusual Properties and Is Expressed in the Brain",www.doi.org/10.1074/jbc.M413116200
Expression profiling of the estrogen responsive genes in response to phytoestrogens using a customized DNA microarray,www.doi.org/10.1016/j.febslet.2005.02.033
"Effects of regular and modified starches on cooked pale, soft, and exudative; normal; and dry, firm, and dark breast meat batters",www.doi.org/10.1093/ps/84.5.789
Development of an Internally Controlled Antibody Microarray,www.doi.org/10.1074/mcp.M500052-MCP200
Rate of Maillard Browning in Sweet Whey Powder,www.doi.org/10.3168/jds.S0022-0302(05)72835-6
Utility of a cultural method for identification of the ericoid mycobiont <ce:italic>Oidiodendron maius</ce:italic> confirmed by ITS sequence analysis,www.doi.org/10.3114/sim.53.1.63
Modeling Fault-tolerant Distributed Systems for Discrete Controller Synthesis,www.doi.org/10.1016/j.entcs.2004.08.059
Isomaltooligosaccharide increases cecal Bifidobacterium population in young broiler chickens,www.doi.org/10.1093/ps/84.7.998
ET-18-O-CH<ce:inf loc=post>3</ce:inf>-induced apoptosis is causally linked to COX-2 upregulation in H-ras transformed human breast epithelial cells,www.doi.org/10.1016/j.febslet.2005.09.094
Parallel Regulation of Membrane Trafficking and Dominant-negative Effects by Misrouted Gonadotropin-releasing Hormone Receptor Mutants,www.doi.org/10.1074/jbc.M501978200
Behavioral and electrophysiological evidence for configural processing in fingerprint experts,www.doi.org/10.1016/j.visres.2004.08.021
"Effect of dietary conjugated linoleic acid on the fatty acid composition of egg yolk, plasma and liver as well as hepatic stearoyl-coenzyme A desaturase activity and gene expression in laying hens",www.doi.org/10.1093/ps/84.12.1886
A Survey of Selected Heavy Metal Concentrations in Wisconsin Dairy Feeds,www.doi.org/10.3168/jds.S0022-0302(05)72972-6
Effects of Canola Oil Dilution on Anhydrous Milk Fat Crystallization and Fractionation Behavior,www.doi.org/10.3168/jds.S0022-0302(05)72871-X
Liquid-phase alkylation of phenol with <ce:italic>t</ce:italic>-butanol over various catalysts derived from MWW-type precursors,www.doi.org/10.1016/j.crci.2004.10.007
Seasonality in Symptom Severity Influenced by Temperature or Grass Pollen: Results of a Panel Study in Children with Eczema,www.doi.org/10.1111/j.0022-202X.2005.23625.x
The method of fundamental solutions for inverse boundary value problems associated with the two-dimensional biharmonic equation,www.doi.org/10.1016/j.mcm.2005.04.004
Soft lithography contacts to organics,www.doi.org/10.1016/S1369-7021(05)70986-X
Assessment of potential interactions between phytase and glycosidase enzyme supplementation on nutrient digestibility in broilers,www.doi.org/10.1093/ps/84.4.571
Phenotypic correction and long-term expression of factor VIII in hemophilic mice by immunotolerization and nonviral gene transfer using the <ce:italic>Sleeping Beauty</ce:italic> transposon system,www.doi.org/10.1182/blood-2004-09-3496
Genetic algorithms for modelling and optimisation,www.doi.org/10.1016/j.cam.2004.07.034
Efficacy of an evolved Escherichia coli phytase in diets of broiler chicks,www.doi.org/10.1093/ps/84.2.248
Performance and nutrient retention responses of broilers to dietary oxyhalogenic and ionic salts,www.doi.org/10.1093/ps/84.2.238
Interleukin-32: A Cytokine and Inducer of TNFα,www.doi.org/10.1016/j.immuni.2004.12.003
The effect of early nutrition on satellite cell dynamics in the young turkey,www.doi.org/10.1093/ps/84.5.748
Protein Self-Association Induced by Macromolecular Crowding: A Quantitative Analysis by Magnetic Relaxation Dispersion,www.doi.org/10.1529/biophysj.104.055871
Comparison theorems using general cones for norms of iteration matrices,www.doi.org/10.1016/j.laa.2004.09.002
Spectral properties of a near-periodic row-stochastic Leslie matrix,www.doi.org/10.1016/j.laa.2005.07.005
Analysis of an elastic ring tourniquet (ERT) using the theory of a Cosserat curve and finite elements,www.doi.org/10.1016/j.ijsolstr.2004.10.034
Recent progress in exact geometric computation,www.doi.org/10.1016/j.jlap.2004.07.006
A family of inequalities originating from coding of messages,www.doi.org/10.1016/j.laa.2004.05.019
Integrating Complementary Medicine Into Cardiovascular Medicine: A Report of the American College of Cardiology Foundation Task Force on Clinical Expert Consensus Documents (Writing Committee to Develop an Expert Consensus Document on Complementary and Integrative Medicine),www.doi.org/10.1016/j.jacc.2005.05.031
Subject index,www.doi.org/10.1016/j.jacc.2004.12.063
Abstracts cont.,www.doi.org/10.1111/j.1469-0691.2005.clm_1134_04.x
Abstracts cont.,www.doi.org/10.1111/j.1469-0691.2005.clm_1134_03.x
Abstracts cont.,www.doi.org/10.1111/j.1469-0691.2005.01135.x
Abstracts cont.,www.doi.org/10.1111/j.1469-0691.2005.clm_1134_01.x
"Beneficial Effects of Versazyme, a Keratinase Feed Additive, on Body Weight, Feed Conversion, and Breast Yield of Broiler Chickens",www.doi.org/10.1093/japr/15.4.544
Jet printing flexible displays,www.doi.org/10.1016/S1369-7021(06)71445-6
Nitroxyl radicals and nitroxylethers beyond stabilization: radical generators for efficient polymer modification,www.doi.org/10.1016/j.crci.2006.08.001
Appropriate Limits for Microbial Contamination after PBSC Processing and the New European Pharmacopoeia Method for Microbiological Control of Cellular Products.,www.doi.org/10.1182/blood.V108.11.3386.3386
Reducing the Carriage of Foodborne Pathogens in Livestock and Poultry,www.doi.org/10.1093/ps/85.6.960
"Neuregulin-1/erbB-Activation Improves Cardiac Function and Survival in Models of Ischemic, Dilated, and Viral Cardiomyopathy",www.doi.org/10.1016/j.jacc.2006.05.057
"Major Advances in Concentrated and Dry Milk Products, Cheese, and Milk Fat-Based Spreads",www.doi.org/10.3168/jds.S0022-0302(06)72187-7
Block copolymers and conventional lithography,www.doi.org/10.1016/S1369-7021(06)71619-4
Fate of <ce:italic>Staphylococcus aureus</ce:italic> in Cheese Treated by Ultrahigh Pressure Homogenization and High Hydrostatic Pressure,www.doi.org/10.3168/jds.S0022-0302(06)72502-4
"Anatomy, Microbes, and Fiber: Small Versus Large Intestine",www.doi.org/10.1093/japr/15.1.154
On the edge <mml:math altimg=si1.gif overflow=scroll><mml:msub><mml:mrow><mml:mi>l</mml:mi></mml:mrow><mml:mrow><mml:mo>∞</mml:mo></mml:mrow></mml:msub></mml:math> radius of Saitou and Nei's method for phylogenetic reconstruction,www.doi.org/10.1016/j.tcs.2006.08.044
Failure of surface-modified bypass circuits to improve platelet function during pediatric cardiac surgery,www.doi.org/10.1016/j.jtcvs.2006.05.035
A Genome Scan for Epidermal Skin Pattern in Adolescent Twins Reveals Suggestive Linkage on 12p13.31,www.doi.org/10.1038/sj.jid.5700067
Considerations for GaN-powered base stations,www.doi.org/10.1016/S0961-1290(06)71818-X
Nonstarter Lactic Acid Bacteria Biofilms and Calcium Lactate Crystals in Cheddar Cheese,www.doi.org/10.3168/jds.S0022-0302(06)72213-5
"Fox, P.F., Mc Sweeney, P.L.H. (Eds.), Advanced Dairy Chemistry, Volume 1: Proteins, Third Edition, Part A and B. Kluwer Academic/Plenum Publishers, New York. ISBN:0-306-47271-6.",www.doi.org/10.1016/j.lwt.2005.07.011
Direct numerical simulation of turbulent non-Newtonian flow using a spectral element method,www.doi.org/10.1016/j.apm.2006.03.005
513. A Simple Method To Ensure Titer Conservation of AAV2 Vector Preparations Delivered with Stainless Steel Needles,www.doi.org/10.1016/j.ymthe.2006.08.583
Bioactive Peptides in Ovine and Caprine Cheeselike Systems Prepared with Proteases from <ce:italic>Cynara cardunculus</ce:italic>,www.doi.org/10.3168/jds.S0022-0302(06)72370-0
Advanced functional polymer membranes,www.doi.org/10.1016/j.polymer.2006.01.084
Rheological Behavior and Organoleptic Effects of Ovalbumin Addition in Yogurt Mousse Production,www.doi.org/10.3168/jds.S0022-0302(06)72160-9
Some Guidelines for the Analysis of Genomic DNA by PCR-LC-ESI-MS,www.doi.org/10.1016/j.jasms.2005.09.012
Analysis of localized failure in low-basis-weight paper,www.doi.org/10.1016/j.ijsolstr.2005.08.016
Mutational analysis of 6-aminohexanoate-dimer hydrolase: Relationship between nylon oligomer hydrolytic and esterolytic activities,www.doi.org/10.1016/j.febslet.2006.08.031
From 120 to 32 nm CMOS technology: development of OPC and RET to rescue optical lithography,www.doi.org/10.1016/j.crhy.2006.10.001
p38-MAP kinase activation followed by BIM induction is essential for glucocorticoid-induced apoptosis in lymphoblastic leukemia cells,www.doi.org/10.1016/j.febslet.2006.05.031
Advanced metrology needs for nanoelectronics lithography,www.doi.org/10.1016/j.crhy.2006.10.004
Perioperative nerve dysfunction and peripheral nerve blockade,www.doi.org/10.1093/bjaceaccp/mkl006
Transistor scaling with novel materials,www.doi.org/10.1016/S1369-7021(06)71540-1
An implicit consistent algorithm for the integration of thermoviscoplastic constitutive equations in adiabatic conditions and finite deformations,www.doi.org/10.1016/j.ijsolstr.2005.03.070
Bronchoscopic treatment of postpneumonectomy bronchopleural fistula with a collagen screw plug,www.doi.org/10.1016/j.jtcvs.2006.02.021
Parametric modelling and numerical simulation of natural-convective transport of radon-222 from a phosphogypsum stack into open air,www.doi.org/10.1016/j.apm.2005.08.001
A bulk arrival queueing model with fuzzy parameters and varying batch sizes,www.doi.org/10.1016/j.apm.2005.06.002
Preparation of Liposomes from Milk Fat Globule Membrane Phospholipids Using a Microfluidizer,www.doi.org/10.3168/jds.S0022-0302(06)72105-1
An Evaluation of Two Indirect Methods of Estimating Body Weight in Holstein Calves and Heifers,www.doi.org/10.3168/jds.S0022-0302(06)72442-0
Dioxins in organic eggs: a review,www.doi.org/10.1016/S1573-5214(06)80023-0
Principles of cardiopulmonary bypass,www.doi.org/10.1093/bjaceaccp/mkl043
Recombinant Adenoviral Vectors Turn on the Type I Interferon System without Inhibition of Transgene Expression and Viral Replication,www.doi.org/10.1016/j.ymthe.2006.02.015
Probiotic Cheese Production Using <ce:italic>Lactobacillus casei</ce:italic> Cells Immobilized on Fruit Pieces,www.doi.org/10.3168/jds.S0022-0302(06)72212-3
Histological Intestinal Recovery in Chickens Refed Dietary Sugar Cane Extract,www.doi.org/10.1093/ps/85.4.645
Enhanced Baroreceptor Control of the Cardiovascular System by Polyunsaturated Fatty Acids in Heart Failure Patients,www.doi.org/10.1016/j.jacc.2006.05.073
Stressor-induced changes in open-field behavior of Japanese quail selected for contrasting adrenocortical responsiveness to immobilization,www.doi.org/10.1093/ps/85.3.404
Treatment of solid organ transplant recipients with autologous Epstein Barr virus–specific cytotoxic T lymphocytes (CTLs),www.doi.org/10.1182/blood-2006-05-021782
Myoblast-seeded biodegradable scaffolds to prevent post–myocardial infarction evolution toward heart failure,www.doi.org/10.1016/j.jtcvs.2006.01.052
Biodegradable materials by reactive extrusion: from catalyzed polymerization to functionalization and blend compatibilization,www.doi.org/10.1016/j.crci.2006.09.004
Granuphilin is activated by SREBP-1c and involved in impaired insulin secretion in diabetic mice,www.doi.org/10.1016/j.cmet.2006.06.009
Amyloid Fibrils of Glucagon Characterized by High-Resolution Atomic Force Microscopy,www.doi.org/10.1529/biophysj.105.077438
Expression and regulation of SLC39A family zinc transporters in the developing mouse intestine,www.doi.org/10.1016/j.ydbio.2006.03.045
Inflammation and Atherothrombosis: From Population Biology and Bench Research to Clinical Practice,www.doi.org/10.1016/j.jacc.2006.08.011
Verotoxin-1 stimulation of macrophage-like THP-1 cells up-regulates tissue factor expression through activation of c-Yes tyrosine kinase: Possible signal transduction in tissue factor up-regulation,www.doi.org/10.1016/j.bbadis.2006.07.004
Comparison of Carbon-impregnated and Standard ePTFE Prostheses in Extra-anatomical Anterior Tibial Artery Bypass: A Prospective Randomized Multicenter Study,www.doi.org/10.1016/j.ejvs.2005.12.015
